! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! DU35 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"DU35_A17_coords.txt"    NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
"unused"      BL_file           ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
          1   NumTabs           ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
       0.75   Re                ! Reynolds number in millions
          0   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -1.2   alpha0            ! 0-lift angle of attack, depends on airfoil.
       11.5   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
      -11.5   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
     7.1838   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
          3   T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
          6   T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
        1.7   T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
         11   T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
       0.14   b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
       0.53   b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
          5   b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
        0.3   A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
        0.7   A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
          1   A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     1.6717   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
    -0.3075   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
      0.012   Cd0               ! 2D drag coefficient value at 0-lift.
      -0.07   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
        0.2   x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        135   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
   -180.00   0.0000   0.0950   0.0000
   -175.00   0.1836   0.1183   0.0000
   -170.00   0.3334   0.2462   0.0000
   -160.00   0.5418   0.6958   0.0000
   -155.00   0.6035   0.9616   0.0000
   -150.00   0.6406   1.2385   0.0000
   -145.00   0.6545   1.5174   0.0000
   -140.00   0.6480   1.7901   0.0000
   -135.00   0.6233   2.0498   0.0000
   -130.00   0.5829   2.2911   0.0000
   -125.00   0.5278   2.5097   0.0000
   -120.00   0.4611   2.7020   0.0000
   -115.00   0.3845   2.8653   0.0000
   -110.00   0.3005   2.9976   0.0000
   -105.00   0.2099   3.0973   0.0000
   -100.00   0.1144   3.1633   0.0000
   -95.00   0.0173   3.1948   0.0000
   -90.00   -0.0807   3.1920   0.0000
   -85.00   -0.1778   3.1549   0.0000
   -80.00   -0.2725   3.0842   0.0000
   -75.00   -0.3631   2.9804   0.0000
   -70.00   -0.4479   2.8450   0.0000
   -65.00   -0.5253   2.6801   0.0000
   -60.00   -0.5928   2.4873   0.0000
   -55.00   -0.6488   2.2699   0.0000
   -50.00   -0.6916   2.0312   0.0000
   -45.00   -0.7204   1.7759   0.0000
   -40.00   -0.7319   1.5087   0.0000
   -35.00   -0.7245   1.2364   0.0000
   -30.00   -0.6965   0.9662   0.0000
   -25.00   -0.6455   0.7070   0.0000
   -24.00   -0.6323   0.6573   0.0000
   -23.00   -0.6183   0.6085   0.0000
   -22.00   -0.6035   0.5609   0.0000
   -21.00   -0.5879   0.5145   0.0000
   -20.00   -0.5706   0.4692   0.0000
   -19.00   -0.5525   0.4251   0.0000
   -18.00   -0.5335   0.3827   0.0000
   -17.00   -0.5138   0.3418   0.0000
   -16.00   -0.4948   0.3033   0.0000
   -15.00   -0.4767   0.2672   0.0000
   -14.00   -0.4602   0.2333   0.0000
   -13.00   -0.4438   0.2023   0.0000
   -12.00   -0.4273   0.1736   0.0000
   -11.00   -0.4108   0.1477   0.0000
   -10.00   -0.3952   0.1246   0.0000
   -5.54   -0.3170   0.0572   0.0000
   -5.04   -0.2956   0.0525   0.0000
   -4.54   -0.2964   0.0457   0.0000
   -4.04   -0.2923   0.0406   0.0000
   -3.54   -0.2528   0.0378   0.0000
   -3.04   -0.2025   0.0336   0.0000
   -3.00   -0.1976   0.0560   0.0000
   -2.50   -0.1342   0.0439   0.0000
   -2.00   -0.0749   0.0373   0.0000
   -1.50   -0.0156   0.0320   0.0000
   -1.00   0.0428   0.0275   0.0000
   -0.50   0.0996   0.0243   0.0000
   0.00   0.1614   0.0219   0.0000
   0.50   0.2182   0.0224   0.0000
   1.00   0.2758   0.0229   0.0000
   1.50   0.3326   0.0231   0.0000
   2.00   0.3886   0.0233   0.0000
   2.50   0.4446   0.0238   0.0000
   3.00   0.5006   0.0240   0.0000
   3.50   0.5549   0.0243   0.0000
   4.00   0.6109   0.0245   0.0000
   4.50   0.6661   0.0250   0.0000
   5.00   0.7204   0.0252   0.0000
   5.50   0.7748   0.0254   0.0000
   6.00   0.8291   0.0257   0.0000
   6.50   0.8818   0.0264   0.0000
   7.00   0.9337   0.0268   0.0000
   7.50   0.9864   0.0273   0.0000
   8.00   1.0374   0.0280   0.0000
   8.50   1.0852   0.0294   0.0000
   9.00   1.1263   0.0310   0.0000
   9.50   1.1708   0.0334   0.0000
   10.00   1.2144   0.0364   0.0000
   10.50   1.2539   0.0406   0.0000
   11.00   1.2926   0.0453   0.0000
   11.50   1.3247   0.0530   0.0000
   12.00   1.3519   0.0628   0.0000
   12.50   1.3791   0.0744   0.0000
   13.00   1.3997   0.0929   0.0000
   13.50   1.4137   0.1139   0.0000
   14.00   1.4095   0.1433   0.0000
   14.50   1.4021   0.1834   0.0000
   15.50   1.3758   0.2737   0.0000
   16.00   1.3577   0.3213   0.0000
   16.50   1.3346   0.3733   0.0000
   17.00   1.3157   0.4233   0.0000
   17.50   1.2935   0.4765   0.0000
   18.00   1.2753   0.5404   0.0000
   19.00   1.2712   0.6344   0.0000
   19.50   1.2753   0.6781   0.0000
   20.00   1.2885   0.7198   0.0000
   21.00   1.2885   0.8043   0.0000
   22.00   1.2869   0.8913   0.0000
   23.00   1.2828   0.9807   0.0000
   24.00   1.2778   1.0717   0.0000
   25.00   1.2729   1.1639   0.0000
   26.00   1.2671   1.2570   0.0000
   28.00   1.2572   1.4436   0.0000
   30.00   1.2531   1.6282   0.0000
   32.00   1.2589   1.8076   0.0000
   35.00   1.2712   2.0694   0.0000
   40.00   1.2589   2.4899   0.0000
   45.00   1.2111   2.8744   0.0000
   50.00   1.1329   3.2076   0.0000
   55.00   1.0283   3.4764   0.0000
   60.00   0.9032   3.6699   0.0000
   65.00   0.7641   3.7805   0.0000
   70.00   0.6175   3.8038   0.0000
   75.00   0.4693   3.7406   0.0000
   80.00   0.3260   3.5987   0.0000
   85.00   0.1951   3.4062   0.0000
   90.00   0.0832   3.2762   0.0000
   95.00   -0.0181   3.2790   0.0000
   100.00   -0.1177   3.2466   0.0000
   105.00   -0.2149   3.1792   0.0000
   110.00   -0.3079   3.0772   0.0000
   115.00   -0.3952   2.9419   0.0000
   120.00   -0.4734   2.7746   0.0000
   125.00   -0.5426   2.5774   0.0000
   130.00   -0.5986   2.3534   0.0000
   135.00   -0.6406   2.1058   0.0000
   140.00   -0.6661   1.8394   0.0000
